	price	voyageurs	nb_chambres	nb_lits	nb_sdb	Jacuzzi	Barbecue	Lit_pour_bébé	Extincteur	Ustensiles_de_barbecue	Jardin_privé(e),_Clôture_intégrale	Piscine	Salle_de_sport
420	180	6.0	2	3.0	1	1	0	1	0	0	0	0	0
421	155	4.0	2	2.0	1	0	0	0	0	0	0	0	0
422	100	4.0	1	1.0	1	0	1	1	1	1	0	0	0
423	175	6.0	3	4.0	1	0	1	0	0	0	0	1	0
424	160	6.0	2	3.0	1	0	0	1	0	0	0	0	0
425	208	3.0	1	2.0	1	0	0	0	0	0	0	0	0
426	171	4.0	2	3.0	1	0	0	0	1	0	0	0	0
427	171	4.0	2	3.0	1	0	0	0	1	0	0	0	0
428	195	4.0	2	2.0	1	0	0	0	0	0	0	0	0
429	180	6.0	3	3.0	1	0	0	1	0	0	0	0	0
430	161	6.0	2	4.0	1	0	0	0	0	0	0	0	0
431	177	4.0	2	2.0	1	0	0	1	0	0	0	0	0
432	100	4.0	1	1.0	1	0	1	1	1	1	0	0	0
433	189	6.0	2	2.0	1	0	0	0	0	0	0	1	0
434	177	2.0	1	1.0	1	0	0	0	0	0	0	0	0
435	160	6.0	3	4.0	1	0	1	0	0	1	0	0	0
436	162	4.0	2	2.0	1	0	0	0	0	0	0	0	0
437	160	6.0	2	3.0	1	0	0	1	0	0	0	0	0
438	180	6.0	3	3.0	1	0	0	1	0	0	0	0	0
439	189	6.0	2	2.0	1	0	0	0	0	0	0	1	0
440	164	4.0	2	3.0	1	0	0	0	1	0	0	0	0
441	162	4.0	1	1.0	1	0	0	0	0	0	0	1	0
442	193	4.0	2	2.0	1	0	0	0	0	0	0	1	0
443	172	4.0	1	2.0	1	0	0	0	0	0	0	0	0
444	180	4.0	1	1.0	1	0	1	1	0	1	1	0	0
445	198	4.0	1	2.0	1	0	0	0	0	0	0	0	0
446	171	3.0	1	1.0	1	0	0	0	0	0	0	0	0
447	170	4.0	2	4.0	1	0	0	0	0	0	0	0	0
448	315	6.0	3	4.0	1	0	0	0	0	0	0	0	0
449	189	5.0	2	3.0	1	0	0	0	0	0	0	0	0
450	180	4.0	1	3.0	1	0	1	0	0	0	0	0	0
451	171	6.0	2	3.0	1	0	0	0	0	0	0	0	0
452	315	6.0	3	4.0	1	0	0	0	0	0	0	0	0
453	171	4.0	2	2.0	1	0	0	0	1	1	0	0	0
454	204	4.0	2	2.0	1	0	0	1	0	0	0	0	0
455	198	6.0	2	2.0	1	0	0	0	0	0	0	0	0
456	167	4.0	1	1.0	1	0	0	0	0	0	0	0	0
457	170	4.0	2	4.0	1	0	0	0	0	0	0	0	0
458	216	4.0	2	3.0	1	0	0	0	0	0	0	0	0
459	187	6.0	3	3.0	1	0	0	0	0	0	0	0	0
460	170	4.0	1	2.0	1	0	0	0	0	0	0	0	0
461	180	4.0	1	1.0	1	0	1	1	0	1	1	0	0
462	164	4.0	2	3.0	1	0	0	0	1	0	0	0	0
463	159	6.0	1	4.0	1	0	0	0	1	0	0	0	0
464	171	3.0	1	1.0	1	0	0	0	0	0	0	0	0
465	214	4.0	2	3.0	1	0	0	0	0	0	0	0	0
466	180	6.0	3	3.0	1	0	0	0	0	0	0	0	0
467	204	6.0	2	4.0	1	0	0	0	0	0	0	0	0
468	130	4.0	1	1.0	1	0	0	1	0	0	0	0	0
469	168	4.0	2	2.0	1	0	0	0	0	0	0	0	0
470	198	4.0	1	2.0	1	0	0	0	1	0	0	0	0
471	171	4.0	2	3.0	1	0	0	0	0	0	0	0	0
472	209	2.0	1	1.0	1	0	0	1	0	0	0	0	0
473	175	4.0	2	3.0	1	0	1	0	0	1	0	0	0
474	150	4.0	1	2.0	1	0	0	0	0	0	0	0	0
475	170	5.0	2	3.0	1	0	0	0	0	1	1	0	0
476	194	7.0	2	5.0	1	0	0	0	0	0	1	0	0
477	180	4.0	2	2.0	1	0	0	0	0	0	0	0	0
478	228	4.0	1	3.0	1	0	0	1	0	0	0	0	0
479	165	2.0	1	2.0	1	0	0	0	0	0	0	0	0
480	38	3.0	1	1.0	1	0	0	0	0	0	0	0	0
481	230	4.0	2	2.0	1	0	0	0	1	0	0	1	0
482	171	6.0	2	3.0	1	0	0	0	0	0	0	0	0
483	206	3.0	1	2.0	1	0	0	1	1	0	0	0	0
484	180	4.0	1	2.0	1	0	0	0	0	0	0	0	0
485	212	4.0	2	2.0	1	0	1	0	0	0	0	0	0
486	216	4.0	2	2.0	1	0	0	0	0	0	0	0	0
487	205	2.0	1	1.0	1	0	0	0	0	0	0	0	0
488	183	2.0	1	1.0	1	0	0	0	0	0	0	0	0
489	212	4.0	2	2.0	1	0	1	0	0	0	0	0	0
490	170	4.0	2	2.0	1	0	1	1	0	1	0	0	0
491	212	4.0	1	2.0	1	0	0	0	0	0	0	0	0
492	184	3.0	1	2.0	1	0	0	0	0	0	0	0	0
493	165	2.0	1	1.0	1	0	0	0	0	0	0	0	0
494	198	4.0	2	3.0	1	0	0	0	0	0	0	1	0
495	180	3.0	2	2.0	1	0	0	0	0	0	0	1	0
496	160	4.0	2	2.0	1	0	0	0	1	0	0	1	0
497	158	6.0	2	3.0	1	0	0	0	0	0	0	0	0
498	180	3.0	2	2.0	1	0	0	0	0	0	0	1	0
499	180	4.0	1	4.0	1	0	0	0	1	0	0	0	0
500	180	6.0	2	3.0	1	0	0	0	1	0	0	0	0
501	186	3.0	1	2.0	1	0	0	0	0	0	0	0	0
502	184	3.0	1	2.0	1	0	0	0	0	0	0	0	0
503	198	2.0	1	1.0	1	0	0	0	0	0	0	0	0
504	180	4.0	0	2.0	1	0	0	1	0	0	0	0	0
505	171	4.0	1	2.0	1	0	0	0	0	0	0	0	0
506	304	4.0	2	2.0	1	0	1	0	1	0	0	0	0
507	315	6.0	2	3.0	1	0	0	0	0	0	0	0	0
508	117	4.0	1	2.0	1	0	1	1	0	1	0	0	0
509	300	5.0	2	3.0	1	0	0	0	1	0	0	0	0
510	288	4.0	1	2.0	1	0	0	1	1	0	1	0	0
511	330	6.0	2	3.0	1	0	0	0	1	0	0	0	0
512	290	6.0	2	3.0	1	0	0	1	0	0	0	0	0
513	314	4.0	2	3.0	1	0	0	0	0	0	0	0	0
514	315	2.0	1	2.0	1	0	0	0	0	0	0	0	0
515	117	4.0	1	2.0	1	0	1	1	0	1	0	0	0
516	345	4.0	1	2.0	1	0	0	0	0	0	0	0	0
517	114	4.0	1	2.0	1	0	0	0	0	0	0	0	0
518	57	4.0	0	2.0	1	0	0	0	0	0	0	0	0
519	280	6.0	2	3.0	1	0	1	1	0	0	0	0	0
520	57	4.0	0	2.0	1	0	0	0	0	0	0	0	0
521	390	4.0	2	2.0	1	0	0	1	0	0	0	0	0
522	300	4.0	2	3.0	1	0	1	1	0	0	1	0	0
523	53	4.0	1	2.0	1	0	0	0	0	0	0	0	0
524	278	7.0	3	4.0	1	0	1	1	0	1	0	0	0
525	55	3.0	0	2.0	1	0	0	0	0	0	0	0	0
526	111	2.0	0	1.0	1	0	0	1	0	0	0	0	0
527	346	4.0	2	3.0	1	0	0	0	0	0	0	0	0
528	96	2.0	0	1.0	1	0	0	1	0	0	0	0	0
529	270	2.0	1	2.0	1	0	0	0	1	0	0	0	0
530	300	8.0	3	6.0	1	0	0	0	0	0	0	1	0
531	324	4.0	2	2.0	1	0	0	0	0	0	0	0	0
532	280	8.0	3	5.0	1	0	0	0	0	0	0	0	0
533	41	5.0	2	3.0	1	0	0	0	0	0	0	0	0
534	300	6.0	2	3.0	1	1	1	0	0	1	1	0	0
535	342	5.0	2	4.0	1	0	1	1	0	0	1	0	0
536	300	4.0	2	4.0	1	0	0	0	0	0	0	0	0
537	319	3.0	1	1.0	1	0	0	0	0	0	0	0	0
538	320	2.0	1	1.0	1	0	0	0	0	0	0	0	0
539	50	4.0	1	1.0	1	1	0	0	0	0	0	0	0
540	434	4.0	2	4.0	1	0	0	1	0	0	0	0	0
541	333	4.0	1	2.0	1	0	0	0	0	0	0	0	0
542	397	6.0	2	3.0	1	0	0	0	0	0	0	0	0
543	320	4.0	2	3.0	1	0	1	0	0	0	0	0	0
544	293	2.0	1	2.0	1	0	0	0	0	0	0	0	0
545	130	4.0	2	3.0	1	0	0	1	0	0	0	0	0
546	295	6.0	2	5.0	1	0	1	0	0	1	1	0	0
547	300	4.0	1	2.0	1	0	0	0	0	0	0	0	0
548	300	3.0	1	1.0	1	0	0	0	0	0	0	0	0
549	143	4.0	2	3.0	1	0	0	1	0	0	0	0	0
550	200	6.0	2	3.0	1	0	1	1	1	1	1	0	0
551	215	4.0	2	2.0	1	0	0	0	1	0	0	0	0
552	255	6.0	2	3.0	1	0	0	0	0	0	0	0	0
553	298	2.0	1	1.0	1	0	0	0	0	0	0	0	0
554	244	2.0	1	1.0	1	0	0	0	0	0	0	0	0
555	240	6.0	2	2.0	1	0	0	1	0	0	0	0	0
556	212	4.0	2	2.0	1	0	0	1	0	0	0	0	0
557	225	2.0	1	1.0	1	0	0	0	0	0	0	0	0
558	298	4.0	2	2.0	1	0	0	0	0	0	0	0	0
559	180	4.0	2	3.0	1	1	1	1	1	1	1	0	0
560	296	2.0	1	1.0	1	0	0	0	0	1	0	0	0
561	243	7.0	2	3.0	1	0	0	0	0	0	0	0	0
562	242	4.0	2	2.0	1	0	0	0	0	0	0	0	0
563	279	5.0	3	4.0	1	0	0	0	0	0	0	0	0
564	180	4.0	2	3.0	1	1	1	1	1	1	1	0	0
565	236	4.0	2	3.0	1	0	0	0	0	0	0	0	0
566	259	2.0	1	2.0	1	0	0	0	0	0	0	0	0
567	212	4.0	2	2.0	1	0	0	0	1	0	0	0	0
568	288	6.0	3	3.0	1	0	0	0	0	0	0	0	0
569	220	2.0	1	1.0	1	0	0	0	0	0	0	0	0
570	210	4.0	2	3.0	1	0	0	1	1	0	0	0	0
571	230	4.0	1	1.0	1	0	0	1	0	0	0	0	0
572	215	3.0	1	1.0	1	0	0	1	0	0	1	0	0
573	29	2.0	1	1.0	1	0	0	0	0	0	0	0	0
574	207	4.0	2	3.0	1	0	0	1	0	0	0	0	0
575	288	4.0	1	2.0	1	0	0	0	0	0	0	0	0
576	210	10.0	3	5.0	1	0	1	0	1	0	0	0	0
577	268	6.0	3	5.0	1	0	0	0	0	0	0	0	0
578	198	2.0	1	2.0	1	0	0	0	0	0	0	0	0
579	225	2.0	1	1.0	1	0	0	0	0	0	0	0	0
580	238	4.0	2	2.0	1	0	0	1	0	0	0	0	0
581	30	2.0	1	2.0	1	0	0	0	0	0	0	0	0
582	220	2.0	1	1.0	1	0	0	0	0	0	0	0	0
583	250	6.0	2	3.0	1	0	1	1	0	1	0	0	0
584	243	4.0	2	2.0	1	0	0	0	0	0	0	0	0
585	210	10.0	3	5.0	1	0	1	0	1	0	0	0	0
586	35	2.0	1	1.0	1	0	1	0	0	0	0	0	0
587	262	4.0	2	2.0	1	0	0	1	0	0	0	0	0
588	244	2.0	1	1.0	1	0	0	0	0	0	0	0	0
589	144	6.0	2	2.0	1	0	1	1	1	0	0	0	0
590	262	4.0	2	3.0	1	0	0	1	0	0	0	0	0
591	253	6.0	2	3.0	1	0	0	1	0	0	0	0	0
592	243	4.0	2	2.0	1	0	0	0	0	0	0	0	0
593	250	2.0	1	1.0	1	0	0	0	0	0	0	0	0
594	268	4.0	2	3.0	1	0	0	0	0	0	0	0	0
595	216	4.0	2	2.0	1	0	0	1	1	0	0	0	0
596	225	5.0	2	4.0	1	0	0	1	0	0	0	0	0
597	249	6.0	3	4.0	1	0	0	0	0	0	0	0	0
598	266	6.0	3	3.0	1	0	1	0	0	1	0	0	0
599	216	4.0	2	2.0	1	0	0	1	1	0	0	0	0
600	90	3.0	1	2.0	1	0	0	0	0	0	0	0	0
601	256	4.0	2	2.0	1	0	0	0	0	0	0	0	0
602	240	6.0	2	3.0	1	0	0	0	1	0	0	0	0
603	245	6.0	2	3.0	1	0	0	0	0	0	0	0	0
604	32	2.0	1	1.0	1	0	1	1	0	0	0	1	0
605	210	4.0	2	3.0	1	0	0	0	0	0	0	0	0
606	250	2.0	1	1.0	1	0	0	0	0	0	0	0	0
607	266	6.0	3	3.0	1	0	1	0	0	1	0	0	0
608	300	4.0	2	2.0	1	0	0	0	0	0	0	0	0
609	238	6.0	2	4.0	1	0	1	0	0	0	0	0	0
610	256	4.0	2	2.0	1	0	0	0	0	0	0	0	0
611	240	4.0	2	2.0	1	0	0	0	0	0	0	0	0
612	253	2.0	1	1.0	1	0	0	0	0	0	0	0	0
613	59	3.0	0	2.0	1	0	0	0	0	0	0	0	0
614	200	4.0	2	2.0	1	0	0	0	1	1	1	0	0
615	484	4.0	2	2.0	1	0	0	1	0	0	0	0	0
616	236	4.0	1	2.0	1	0	0	0	1	0	0	0	0
617	219	4.0	2	2.0	1	0	0	0	0	0	0	1	0
618	248	4.0	0	1.0	1	0	0	0	0	0	0	0	0
619	70	4.0	1	1.0	1	0	0	0	0	0	0	0	0
620	210	4.0	2	3.0	1	0	0	0	0	0	0	0	0
621	260	6.0	3	3.0	1	0	0	1	0	0	1	0	0
622	277	4.0	2	3.0	1	0	0	0	0	0	0	0	0
623	247	4.0	2	2.0	1	0	0	0	0	0	0	0	0
624	254	4.0	2	3.0	1	0	0	0	1	0	0	0	0
625	84	4.0	0	2.0	1	0	1	0	0	0	0	0	0
626	220	5.0	3	3.0	1	0	0	0	0	0	0	0	0
627	224	4.0	2	2.0	1	0	0	0	1	0	0	0	0
628	271	6.0	2	3.0	1	0	0	0	0	0	0	0	0
629	249	4.0	2	2.0	1	0	0	0	0	0	0	0	0
630	220	6.0	2	3.0	1	0	1	0	0	1	1	0	0
631	250	2.0	2	2.0	1	0	0	0	0	0	0	0	0
632	250	4.0	1	5.0	1	0	0	0	1	0	0	0	0
633	200	4.0	2	3.0	1	0	0	0	1	0	0	0	0
634	200	4.0	2	3.0	1	0	1	0	1	1	0	0	0
635	250	4.0	2	2.0	1	0	0	0	1	0	0	0	0
636	265	2.0	1	2.0	1	0	1	1	1	0	0	0	0
637	220	6.0	2	3.0	1	0	1	0	0	1	1	0	0
638	225	4.0	1	2.0	1	0	1	0	1	1	1	0	0
639	230	8.0	2	6.0	1	0	0	1	1	0	0	0	0
640	231	6.0	2	4.0	1	0	0	0	0	0	0	0	0
641	200	4.0	2	3.0	1	0	0	0	0	0	0	0	0
642	244	2.0	1	1.0	1	0	1	0	0	0	0	0	0
643	219	2.0	0	1.0	1	0	0	0	0	0	0	0	0
644	190	4.0	2	3.0	1	0	0	0	0	0	0	1	0
645	225	4.0	2	3.0	1	0	0	0	0	0	0	0	0
646	200	2.0	1	1.0	1	0	0	0	0	0	0	0	0
647	195	2.0	1	1.0	1	0	0	0	0	0	0	0	0
648	62	4.0	1	1.0	1	0	0	0	0	0	0	0	0
649	180	4.0	1	2.0	1	0	0	0	0	0	0	0	0
650	60	4.0	1	1.0	1	0	1	0	0	1	0	0	0
651	55	4.0	0	3.0	1	0	0	0	0	0	0	0	0
652	65	4.0	1	1.0	1	0	0	0	0	0	1	0	0
653	1800	2.0	0	1.0	1	0	0	0	0	0	0	0	0
654	162	4.0	1	2.0	1	0	0	0	0	0	0	0	0
655	239	4.0	1	1.0	1	0	0	0	0	0	0	0	0
656	95	2.0	1	1.0	1	0	0	0	0	0	0	0	0
657	800	2.0	1	1.0	1	0	0	0	0	0	0	0	0
658	122	3.0	1	2.0	1	0	0	0	0	0	0	0	0
659	1000	16.0	8	12.0	9	0	1	0	0	0	0	1	0
660	127	3.0	1	2.0	1	0	0	0	0	0	0	0	0
661	54	2.0	0	1.0	1	0	0	0	0	0	0	0	0
662	145	6.0	2	3.0	1	0	0	1	0	0	0	0	0
663	100	4.0	1	2.0	1	0	0	0	0	0	0	1	0
664	15	1.0	1	1.0	1	0	0	0	0	0	0	0	0
665	45	2.0	0	1.0	1	0	0	0	0	0	0	0	0
666	30	1.0	1	1.0	1	0	0	0	0	0	0	0	0
667	35	1.0	1	1.0	1	0	0	0	0	0	0	0	0
668	35	1.0	1	1.0	1	0	0	0	0	0	0	0	0
669	37	1.0	0	1.0	1	0	0	0	0	0	0	0	0
670	30	1.0	1	1.0	1	1	1	0	1	0	0	0	0
671	2938	4.0	2	2.0	1	0	0	1	1	0	0	0	0
672	37	1.0	0	1.0	1	0	0	0	0	0	0	0	0
673	32	1.0	1	1.0	1	0	0	0	1	0	0	0	0
674	150	6.0	2	4.0	1	0	0	0	0	0	0	0	0
675	2000	5.0	2	2.0	1	0	0	0	0	0	0	0	0
676	2500	3.0	1	2.0	1	0	0	0	0	0	0	0	0
677	90	4.0	1	1.0	1	0	0	0	1	0	0	0	0
678	32	1.0	1	1.0	1	0	0	0	1	0	0	0	0
679	35	1.0	1	1.0	1	0	0	0	0	0	0	0	0
680	59	2.0	0	1.0	1	0	0	0	0	0	0	0	0
681	55	2.0	0	1.0	1	0	0	0	0	0	0	0	0
682	48	3.0	0	2.0	1	0	0	1	1	0	0	0	0
683	350	4.0	2	3.0	1	0	1	0	0	0	0	0	0
684	31	1.0	1	1.0	1	0	0	0	0	0	0	0	0
685	31	1.0	1	1.0	1	0	0	0	0	0	0	0	0
686	30	2.0	1	1.0	1	0	0	0	1	0	0	0	0
687	32	1.0	1	1.0	1	0	0	0	1	0	0	0	0
688	15	1.0	1	1.0	1	0	0	0	0	0	0	0	0
689	36	1.0	1	1.0	1	0	0	0	0	0	0	0	0
690	1980	16.0	1	11.0	1	1	1	0	0	0	1	0	0
691	26	1.0	1	1.0	1	0	0	0	0	0	0	0	0
692	28	1.0	1	1.0	1	0	0	0	0	0	0	0	0
693	32	1.0	4	1.0	1	0	0	0	0	0	0	0	0
694	15	1.0	1	1.0	1	0	0	0	0	0	0	0	0
695	110	4.0	1	1.0	1	0	0	1	0	0	0	0	0
696	18	1.0	1	1.0	1	0	0	0	1	0	0	0	0
697	30	1.0	1	1.0	1	0	0	0	0	0	0	0	0
698	123	4.0	1	1.0	1	0	0	1	0	0	0	0	0
699	35	1.0	1	1.0	1	0	0	0	0	0	0	0	0
700	175	3.0	1	4.0	1	0	1	1	1	0	0	1	1
701	30	1.0	1	1.0	1	0	0	0	0	0	0	0	0
702	30	1.0	1	1.0	1	0	0	0	0	0	0	0	0
703	55	2.0	0	1.0	1	0	0	0	0	0	0	0	0
704	26	1.0	1	1.0	1	0	0	0	0	0	0	0	0
705	175	3.0	1	4.0	1	0	1	1	1	0	0	1	1
706	35	1.0	1	1.0	1	0	0	0	0	0	0	0	0
707	30	1.0	1	1.0	1	0	0	0	0	0	0	0	0
708	35	1.0	1	1.0	1	0	0	0	1	0	0	0	0
709	30	1.0	1	1.0	1	0	0	0	0	0	0	0	0
710	550	12.0	6	12.0	3	0	1	0	0	0	0	1	0
711	30	1.0	1	1.0	1	0	0	0	0	0	0	0	0
712	126	6.0	2	3.0	1	0	0	0	0	0	0	0	0
713	140	4.0	2	2.0	1	0	0	1	1	0	0	0	1
714	130	4.0	2	2.0	1	0	0	0	0	0	0	0	0
715	161	4.0	1	2.0	1	0	0	1	0	0	0	0	0
716	134	4.0	1	2.0	1	0	0	0	1	0	1	0	0
717	135	6.0	2	4.0	1	0	0	0	1	0	0	0	0
718	149	7.0	2	5.0	1	0	0	1	0	0	0	0	0
719	130	4.0	2	3.0	1	0	0	0	1	0	0	0	0
720	147	3.0	1	2.0	1	0	0	0	0	0	0	0	0
721	136	6.0	2	3.0	1	0	0	0	0	0	0	0	0
722	112	2.0	1	1.0	1	0	0	1	1	0	0	0	0
723	60	2.0	0	1.0	1	0	0	0	0	0	0	0	0
724	65	4.0	1	2.0	1	0	0	0	0	0	0	0	0
725	65	4.0	1	3.0	1	0	1	1	1	0	0	0	0
726	65	2.0	1	1.0	1	0	0	0	0	0	0	0	0
727	65	2.0	2	2.0	1	0	0	0	0	0	0	0	0
728	66	4.0	1	2.0	1	0	0	0	0	0	0	0	0
729	69	2.0	0	1.0	1	0	0	0	0	0	0	0	0
730	78	2.0	0	1.0	1	0	0	0	0	0	0	0	0
731	67	2.0	0	1.0	1	0	0	0	0	0	0	0	0
732	62	2.0	0	1.0	1	0	0	0	0	0	0	0	0
733	70	4.0	1	2.0	1	0	0	1	1	0	0	0	0
734	67	2.0	1	1.0	1	0	0	0	0	0	0	0	0
735	77	2.0	1	2.0	1	0	0	0	1	0	0	0	0
736	63	4.0	0	2.0	1	0	0	0	0	0	0	0	0
737	71	4.0	1	2.0	1	0	0	0	0	0	0	0	0
738	60	2.0	1	1.0	1	0	1	0	0	1	0	0	0
739	70	2.0	0	1.0	1	0	0	0	0	0	0	0	0
740	73	2.0	1	1.0	1	0	0	0	0	0	0	0	0
741	68	2.0	0	1.0	1	0	0	0	0	0	0	0	0
742	84	3.0	1	2.0	1	0	0	0	0	0	0	0	0
743	65	2.0	0	1.0	1	0	0	0	0	0	0	0	0
744	65	4.0	1	1.0	1	0	0	0	0	0	0	0	0
745	66	3.0	1	1.0	1	0	0	0	0	0	0	0	0
746	77	2.0	0	1.0	1	0	0	0	0	0	0	0	0
747	65	2.0	1	1.0	1	0	0	0	0	0	0	0	0
748	70	4.0	2	2.0	1	0	1	1	1	1	1	0	0
749	66	4.0	1	2.0	1	0	0	0	0	0	0	0	0
750	67	2.0	0	1.0	1	0	0	0	0	0	0	0	0
751	60	2.0	0	2.0	1	0	0	0	0	0	0	0	0
752	65	2.0	0	1.0	1	0	0	0	0	0	0	0	0
753	65	2.0	1	1.0	1	0	0	0	0	0	0	0	0
754	63	4.0	1	2.0	1	0	0	1	1	0	0	0	0
755	68	2.0	1	1.0	1	0	0	0	0	0	1	0	0
756	68	2.0	0	1.0	1	0	0	0	0	0	0	0	0
757	61	3.0	1	1.0	1	0	0	0	0	0	0	0	0
758	66	2.0	1	2.0	1	0	1	0	1	0	0	0	0
759	65	2.0	1	1.0	1	0	0	0	0	0	0	0	0
760	80	2.0	1	1.0	1	0	0	1	0	0	0	0	0
761	69	4.0	1	1.0	1	0	0	0	0	0	0	0	0
762	64	2.0	0	1.0	1	0	0	0	0	0	0	0	0
763	60	4.0	0	2.0	1	0	0	0	0	0	0	0	0
764	70	4.0	0	1.0	1	0	0	0	1	0	0	0	0
765	67	2.0	0	1.0	1	0	0	0	0	0	0	0	0
766	84	3.0	1	1.0	1	0	0	0	1	0	0	0	0
767	77	2.0	1	1.0	1	0	0	0	0	0	0	0	0
768	67	3.0	0	2.0	1	0	0	0	0	0	0	0	0
769	61	4.0	1	2.0	1	0	0	0	0	0	0	0	0
770	60	3.0	1	1.0	1	0	0	0	0	0	0	0	0
771	68	2.0	1	1.0	1	0	0	0	0	0	0	0	0
772	62	3.0	1	1.0	1	0	0	0	0	0	0	0	0
773	81	4.0	1	1.0	1	0	0	0	0	0	0	0	0
774	59	2.0	0	1.0	1	0	0	0	0	0	0	0	0
775	60	2.0	1	1.0	1	0	0	0	0	0	0	0	0
776	58	4.0	1	3.0	1	0	0	0	0	0	0	1	0
777	63	2.0	1	1.0	1	0	0	1	0	0	0	0	0
778	70	2.0	1	1.0	1	0	0	0	1	0	0	0	0
779	68	2.0	0	1.0	1	0	0	0	0	0	0	0	0
780	68	2.0	0	1.0	1	0	0	0	0	0	0	0	0
781	63	2.0	1	1.0	1	0	0	0	0	0	0	0	0
782	60	4.0	0	2.0	1	0	0	0	0	0	0	0	0
783	67	4.0	0	1.0	1	0	0	0	1	0	0	0	0
784	81	3.0	2	2.0	1	0	0	0	0	0	0	0	0
785	76	4.0	1	2.0	1	0	0	0	0	0	0	0	0
786	62	4.0	0	2.0	1	0	0	0	0	0	0	0	0
787	70	3.0	1	2.0	1	0	0	0	0	0	0	0	0
788	70	2.0	1	1.0	1	0	0	0	1	0	0	0	0
789	69	4.0	1	2.0	1	0	0	0	0	0	0	0	0
790	64	3.0	1	2.0	1	0	0	0	0	0	0	0	0
791	65	4.0	1	1.0	1	0	0	0	0	0	0	0	0
792	77	2.0	1	1.0	1	0	0	0	0	0	0	0	0
793	70	2.0	1	1.0	1	0	0	0	0	0	0	0	0
794	72	2.0	1	2.0	1	0	0	0	0	0	0	0	0
795	73	2.0	1	1.0	1	0	0	0	0	0	0	0	0
796	68	4.0	0	2.0	1	0	0	0	0	0	0	0	0
797	63	3.0	1	1.0	1	0	0	0	0	0	0	0	0
798	80	2.0	1	1.0	1	0	0	1	0	0	0	0	0
799	70	4.0	1	3.0	1	0	0	0	0	0	0	0	0
800	62	2.0	1	1.0	1	0	0	0	0	0	1	0	0
801	68	4.0	1	2.0	1	0	0	0	0	0	0	0	0
802	65	4.0	0	3.0	1	0	0	0	1	0	0	0	0
803	66	2.0	1	2.0	1	0	0	0	0	1	1	0	0
804	58	4.0	1	3.0	1	0	0	0	0	0	0	1	0
805	70	3.0	0	2.0	1	0	0	0	0	0	0	0	0
806	68	2.0	1	1.0	1	0	0	0	0	0	0	0	0
807	73	2.0	0	1.0	1	0	0	0	0	0	0	0	0
808	63	2.0	0	1.0	1	0	0	0	0	0	0	0	0
809	77	4.0	0	3.0	1	0	0	0	0	0	0	0	0
810	82	2.0	1	1.0	1	0	0	0	0	0	0	0	0
811	66	4.0	1	1.0	1	0	0	0	0	0	0	0	0
812	61	4.0	2	1.0	1	0	0	0	0	0	0	0	0
813	65	4.0	1	2.0	1	0	0	0	0	0	0	0	0
814	64	3.0	1	1.0	1	0	0	0	0	0	0	0	0
815	65	2.0	0	1.0	1	0	0	0	0	1	1	0	1
816	66	4.0	1	2.0	1	0	0	0	0	0	0	0	0
817	82	2.0	0	1.0	1	0	0	0	0	0	0	0	0
818	64	2.0	1	2.0	1	0	0	0	0	0	0	0	0
819	61	2.0	1	1.0	1	0	0	0	0	0	0	0	0
820	69	2.0	1	2.0	1	0	0	0	1	0	0	0	0
821	60	2.0	1	1.0	1	0	0	0	0	0	0	0	0
822	72	3.0	0	2.0	1	0	0	0	0	0	0	0	0
823	69	2.0	1	1.0	1	0	0	0	0	0	0	0	0
824	66	4.0	0	2.0	1	0	0	0	0	0	0	0	0
825	78	4.0	1	2.0	1	0	0	0	1	0	0	0	0
826	70	3.0	2	2.0	1	0	0	1	0	0	0	0	0
827	60	4.0	1	2.0	1	0	0	0	0	0	0	0	0
828	65	2.0	0	1.0	1	0	0	0	0	0	0	0	0
829	65	2.0	1	1.0	1	0	0	0	0	0	0	0	0
830	484	2.0	1	1.0	1	0	0	1	0	0	0	0	0
831	453	8.0	3	4.0	1	0	0	1	0	0	0	0	0
832	31	2.0	0	1.0	1	0	0	0	0	0	0	0	0
833	33	2.0	0	1.0	1	0	0	0	0	0	0	0	0
834	195	4.0	2	3.0	1	0	0	1	0	0	0	0	0
835	420	4.0	2	2.0	1	0	0	1	1	0	0	0	0
836	420	6.0	3	4.0	1	0	0	0	0	0	0	0	0
837	46	4.0	1	1.0	1	0	1	0	0	0	0	0	0
838	46	4.0	1	1.0	1	0	1	0	0	0	0	0	0
839	202	4.0	2	2.0	1	0	0	0	0	0	0	1	0
840	700	16.0	5	10.0	5	0	1	0	1	0	0	0	0
841	175	4.0	2	2.0	1	0	0	0	0	0	0	0	0
842	200	4.0	1	2.0	1	0	0	0	1	0	0	0	0
843	459	4.0	2	2.0	1	0	0	0	0	0	0	0	0
844	339	4.0	1	1.0	1	0	0	1	1	0	0	0	0
845	350	4.0	2	2.0	1	0	1	1	0	0	1	0	0
846	174	3.0	1	2.0	1	1	1	0	0	0	0	0	1
847	160	4.0	1	3.0	1	0	0	0	0	0	0	1	0
848	174	3.0	1	2.0	1	1	1	0	0	0	0	0	1
849	450	4.0	2	2.0	1	0	0	0	0	0	0	0	0
850	1550	16.0	8	10.0	6	0	1	0	0	1	1	0	0
851	131	2.0	1	2.0	1	0	0	0	1	0	0	0	0
852	146	4.0	2	3.0	1	0	0	0	0	0	0	0	0
